LC,total_area,caribou_density,season,pft,year,weighted_area
Tall shrub,24284781.18,None,rut,Willow,weighted_area_start,2081397.776
Tall shrub,24284781.18,None,rut,Willow,weighted_area_end,1927190.329
Tall shrub,24284781.18,None,rut,Lichens,weighted_area_start,2209928.471
Tall shrub,24284781.18,None,rut,Lichens,weighted_area_end,2097251.859
Open shrubs,9617760,None,rut,Deciduous shrubs,weighted_area_start,1824383.188
Open shrubs,9617760,None,rut,Deciduous shrubs,weighted_area_end,1853622.176
Open shrubs,9617760,None,rut,Evergreen shrubs,weighted_area_start,1748229.459
Open shrubs,9617760,None,rut,Evergreen shrubs,weighted_area_end,1782877.871
Open shrubs,9617760,None,rut,Forbs,weighted_area_start,25011
Open shrubs,9617760,None,rut,Forbs,weighted_area_end,37890
Open shrubs,9617760,None,rut,Alder,weighted_area_start,25650
Open shrubs,9617760,None,rut,Alder,weighted_area_end,42597
Open shrubs,9617760,None,rut,Birch,weighted_area_start,1300159.059
Open shrubs,9617760,None,rut,Birch,weighted_area_end,1318401.953
Open shrubs,9617760,None,rut,Graminoids,weighted_area_start,1001741.541
Open shrubs,9617760,None,rut,Graminoids,weighted_area_end,967426.0588
Open shrubs,9617760,None,rut,Willow,weighted_area_start,438083.8588
Open shrubs,9617760,None,rut,Willow,weighted_area_end,406499.2941
Open shrubs,9617760,None,rut,Lichens,weighted_area_start,2047228.094
Open shrubs,9617760,None,rut,Lichens,weighted_area_end,2045915.965
Herbaceous,149055529.4,None,rut,Deciduous shrubs,weighted_area_start,34525528.2
Herbaceous,149055529.4,None,rut,Deciduous shrubs,weighted_area_end,36433995.53
Herbaceous,149055529.4,None,rut,Evergreen shrubs,weighted_area_start,27075299.86
Herbaceous,149055529.4,None,rut,Evergreen shrubs,weighted_area_end,27237864.92
Herbaceous,149055529.4,None,rut,Forbs,weighted_area_start,1518059.718
Herbaceous,149055529.4,None,rut,Forbs,weighted_area_end,1712401.447
Herbaceous,149055529.4,None,rut,Alder,weighted_area_start,1161883.024
Herbaceous,149055529.4,None,rut,Alder,weighted_area_end,1649430.424
Herbaceous,149055529.4,None,rut,Birch,weighted_area_start,18732291.21
Herbaceous,149055529.4,None,rut,Birch,weighted_area_end,19810403.19
Herbaceous,149055529.4,None,rut,Graminoids,weighted_area_start,19679946.53
Herbaceous,149055529.4,None,rut,Graminoids,weighted_area_end,18742496.05
Herbaceous,149055529.4,None,rut,Willow,weighted_area_start,9401928.671
Herbaceous,149055529.4,None,rut,Willow,weighted_area_end,9145138.765
Herbaceous,149055529.4,None,rut,Lichens,weighted_area_start,25959812.12
Herbaceous,149055529.4,None,rut,Lichens,weighted_area_end,25647142.69
Tussock tundra,70919431.76,None,rut,Deciduous shrubs,weighted_area_start,19364771.68
Tussock tundra,70919431.76,None,rut,Deciduous shrubs,weighted_area_end,20076464.58
Tussock tundra,70919431.76,None,rut,Evergreen shrubs,weighted_area_start,12880299.14
Tussock tundra,70919431.76,None,rut,Evergreen shrubs,weighted_area_end,12838908.42
Tussock tundra,70919431.76,None,rut,Forbs,weighted_area_start,165905.8235
Tussock tundra,70919431.76,None,rut,Forbs,weighted_area_end,248913.4588
Tussock tundra,70919431.76,None,rut,Alder,weighted_area_start,424117.1294
Tussock tundra,70919431.76,None,rut,Alder,weighted_area_end,665819.2235
Tussock tundra,70919431.76,None,rut,Birch,weighted_area_start,12747656.08
Tussock tundra,70919431.76,None,rut,Birch,weighted_area_end,13068654.74
Tussock tundra,70919431.76,None,rut,Graminoids,weighted_area_start,9414578.929
Tussock tundra,70919431.76,None,rut,Graminoids,weighted_area_end,8772321.318
Tussock tundra,70919431.76,None,rut,Willow,weighted_area_start,4597947.671
Tussock tundra,70919431.76,None,rut,Willow,weighted_area_end,4496566.588
Tussock tundra,70919431.76,None,rut,Lichens,weighted_area_start,10844218.16
Tussock tundra,70919431.76,None,rut,Lichens,weighted_area_end,10262155.2
Sparsely vegetated,159613983.5,None,rut,Deciduous shrubs,weighted_area_start,17719230.88
Sparsely vegetated,159613983.5,None,rut,Deciduous shrubs,weighted_area_end,19236224.61
Sparsely vegetated,159613983.5,None,rut,Evergreen shrubs,weighted_area_start,31604956.02
Sparsely vegetated,159613983.5,None,rut,Evergreen shrubs,weighted_area_end,31998209.33
Sparsely vegetated,159613983.5,None,rut,Forbs,weighted_area_start,2567849.682
Sparsely vegetated,159613983.5,None,rut,Forbs,weighted_area_end,2604610.518
Sparsely vegetated,159613983.5,None,rut,Alder,weighted_area_start,40695.74118
Sparsely vegetated,159613983.5,None,rut,Alder,weighted_area_end,104046.6353
Sparsely vegetated,159613983.5,None,rut,Birch,weighted_area_start,9559842.635
Sparsely vegetated,159613983.5,None,rut,Birch,weighted_area_end,10324013.12
Sparsely vegetated,159613983.5,None,rut,Graminoids,weighted_area_start,12950341.41
Sparsely vegetated,159613983.5,None,rut,Graminoids,weighted_area_end,12685025.96
Sparsely vegetated,159613983.5,None,rut,Willow,weighted_area_start,6554555.471
Sparsely vegetated,159613983.5,None,rut,Willow,weighted_area_end,6329672.012
Sparsely vegetated,159613983.5,None,rut,Lichens,weighted_area_start,28803632.08
Sparsely vegetated,159613983.5,None,rut,Lichens,weighted_area_end,28881899.75
Fen,41029630.59,None,rut,Deciduous shrubs,weighted_area_start,11375441.72
Fen,41029630.59,None,rut,Deciduous shrubs,weighted_area_end,11590273.02
Fen,41029630.59,None,rut,Evergreen shrubs,weighted_area_start,7023147.282
Fen,41029630.59,None,rut,Evergreen shrubs,weighted_area_end,7120127.894
Fen,41029630.59,None,rut,Forbs,weighted_area_start,229891.9059
Fen,41029630.59,None,rut,Forbs,weighted_area_end,274279.7294
Fen,41029630.59,None,rut,Alder,weighted_area_start,376277.1882
Fen,41029630.59,None,rut,Alder,weighted_area_end,566192.4706
Fen,41029630.59,None,rut,Birch,weighted_area_start,5879128.094
Fen,41029630.59,None,rut,Birch,weighted_area_end,5896103.612
Fen,41029630.59,None,rut,Graminoids,weighted_area_start,3484505.647
Fen,41029630.59,None,rut,Graminoids,weighted_area_end,3186607.765
Fen,41029630.59,None,rut,Willow,weighted_area_start,2932445.859
Fen,41029630.59,None,rut,Willow,weighted_area_end,2785459.2
Fen,41029630.59,None,rut,Lichens,weighted_area_start,5956248.882
Fen,41029630.59,None,rut,Lichens,weighted_area_end,5844097.976
Bog,26100,None,rut,Deciduous shrubs,weighted_area_start,1818
Bog,26100,None,rut,Deciduous shrubs,weighted_area_end,2259
Bog,26100,None,rut,Evergreen shrubs,weighted_area_start,3825
Bog,26100,None,rut,Evergreen shrubs,weighted_area_end,3771
Bog,26100,None,rut,Forbs,weighted_area_start,657
Bog,26100,None,rut,Forbs,weighted_area_end,729
Bog,26100,None,rut,Alder,weighted_area_start,360
Bog,26100,None,rut,Alder,weighted_area_end,522
Bog,26100,None,rut,Birch,weighted_area_start,1296
Bog,26100,None,rut,Birch,weighted_area_end,1026
Bog,26100,None,rut,Graminoids,weighted_area_start,792
Bog,26100,None,rut,Graminoids,weighted_area_end,819
Bog,26100,None,rut,Willow,weighted_area_start,27
Bog,26100,None,rut,Willow,weighted_area_end,72
Bog,26100,None,rut,Lichens,weighted_area_start,3204
Bog,26100,None,rut,Lichens,weighted_area_end,3195
Shallows/littoral,4500,None,rut,Deciduous shrubs,weighted_area_start,0
Shallows/littoral,4500,None,rut,Deciduous shrubs,weighted_area_end,99
Shallows/littoral,4500,None,rut,Evergreen shrubs,weighted_area_start,0
Shallows/littoral,4500,None,rut,Evergreen shrubs,weighted_area_end,459
Shallows/littoral,4500,None,rut,Forbs,weighted_area_start,36
Shallows/littoral,4500,None,rut,Forbs,weighted_area_end,81
Shallows/littoral,4500,None,rut,Alder,weighted_area_start,0
Shallows/littoral,4500,None,rut,Alder,weighted_area_end,0
Shallows/littoral,4500,None,rut,Birch,weighted_area_start,0
Shallows/littoral,4500,None,rut,Birch,weighted_area_end,0
Shallows/littoral,4500,None,rut,Graminoids,weighted_area_start,612
Shallows/littoral,4500,None,rut,Graminoids,weighted_area_end,252
Shallows/littoral,4500,None,rut,Willow,weighted_area_start,126
Shallows/littoral,4500,None,rut,Willow,weighted_area_end,207
Shallows/littoral,4500,None,rut,Lichens,weighted_area_start,0
Shallows/littoral,4500,None,rut,Lichens,weighted_area_end,567
Barren,63570250.59,None,rut,Deciduous shrubs,weighted_area_start,2879018.047
Barren,63570250.59,None,rut,Deciduous shrubs,weighted_area_end,3248388.353
Barren,63570250.59,None,rut,Evergreen shrubs,weighted_area_start,11974540.31
Barren,63570250.59,None,rut,Evergreen shrubs,weighted_area_end,12238354.16
Barren,63570250.59,None,rut,Forbs,weighted_area_start,928132.0588
Barren,63570250.59,None,rut,Forbs,weighted_area_end,815834.3647
Barren,63570250.59,None,rut,Alder,weighted_area_start,12722.75294
Barren,63570250.59,None,rut,Alder,weighted_area_end,28789.65882
Barren,63570250.59,None,rut,Birch,weighted_area_start,1200305.329
Barren,63570250.59,None,rut,Birch,weighted_area_end,1434403.2
Barren,63570250.59,None,rut,Graminoids,weighted_area_start,1577512.447
Barren,63570250.59,None,rut,Graminoids,weighted_area_end,1776952.129
Barren,63570250.59,None,rut,Willow,weighted_area_start,1794408.671
Barren,63570250.59,None,rut,Willow,weighted_area_end,1664793.635
Barren,63570250.59,None,rut,Lichens,weighted_area_start,10299176.33
Barren,63570250.59,None,rut,Lichens,weighted_area_end,10810955.86
Water,1800,None,rut,Deciduous shrubs,weighted_area_start,0
Water,1800,None,rut,Deciduous shrubs,weighted_area_end,225
Water,1800,None,rut,Evergreen shrubs,weighted_area_start,0
Water,1800,None,rut,Evergreen shrubs,weighted_area_end,270
Water,1800,None,rut,Forbs,weighted_area_start,225
Water,1800,None,rut,Forbs,weighted_area_end,36
Water,1800,None,rut,Alder,weighted_area_start,81
Water,1800,None,rut,Alder,weighted_area_end,27
Water,1800,None,rut,Birch,weighted_area_start,0
Water,1800,None,rut,Birch,weighted_area_end,54
Water,1800,None,rut,Graminoids,weighted_area_start,0
Water,1800,None,rut,Graminoids,weighted_area_end,90
Water,1800,None,rut,Willow,weighted_area_start,333
Water,1800,None,rut,Willow,weighted_area_end,72
Water,1800,None,rut,Lichens,weighted_area_start,0
Water,1800,None,rut,Lichens,weighted_area_end,252
Evergreen forest,1192077981,Low,rut,Deciduous shrubs,weighted_area_start,164490417.5
Evergreen forest,1192077981,Low,rut,Deciduous shrubs,weighted_area_end,186384203.9
Evergreen forest,1192077981,Low,rut,Evergreen shrubs,weighted_area_start,133877992.7
Evergreen forest,1192077981,Low,rut,Evergreen shrubs,weighted_area_end,131682008
Evergreen forest,1192077981,Low,rut,Forbs,weighted_area_start,3217092.035
Evergreen forest,1192077981,Low,rut,Forbs,weighted_area_end,2813147.471
Evergreen forest,1192077981,Low,rut,Alder,weighted_area_start,29544094.55
Evergreen forest,1192077981,Low,rut,Alder,weighted_area_end,40564549.8
Evergreen forest,1192077981,Low,rut,Birch,weighted_area_start,70887720.35
Evergreen forest,1192077981,Low,rut,Birch,weighted_area_end,73749196.94
Evergreen forest,1192077981,Low,rut,Graminoids,weighted_area_start,2293536.706
Evergreen forest,1192077981,Low,rut,Graminoids,weighted_area_end,2681258.682
Evergreen forest,1192077981,Low,rut,Willow,weighted_area_start,49608322.31
Evergreen forest,1192077981,Low,rut,Willow,weighted_area_end,49155015.49
Evergreen forest,1192077981,Low,rut,Lichens,weighted_area_start,190872528.8
Evergreen forest,1192077981,Low,rut,Lichens,weighted_area_end,166448319
Deciduous forest,244800,Low,rut,Deciduous shrubs,weighted_area_start,119277
Deciduous forest,244800,Low,rut,Deciduous shrubs,weighted_area_end,119214
Deciduous forest,244800,Low,rut,Evergreen shrubs,weighted_area_start,35991
Deciduous forest,244800,Low,rut,Evergreen shrubs,weighted_area_end,31986
Deciduous forest,244800,Low,rut,Forbs,weighted_area_start,972
Deciduous forest,244800,Low,rut,Forbs,weighted_area_end,774
Deciduous forest,244800,Low,rut,Alder,weighted_area_start,11691
Deciduous forest,244800,Low,rut,Alder,weighted_area_end,10080
Deciduous forest,244800,Low,rut,Birch,weighted_area_start,52560
Deciduous forest,244800,Low,rut,Birch,weighted_area_end,59976
Deciduous forest,244800,Low,rut,Graminoids,weighted_area_start,4365
Deciduous forest,244800,Low,rut,Graminoids,weighted_area_end,3069
Deciduous forest,244800,Low,rut,Willow,weighted_area_start,19755
Deciduous forest,244800,Low,rut,Willow,weighted_area_end,18117
Deciduous forest,244800,Low,rut,Lichens,weighted_area_start,17019
Deciduous forest,244800,Low,rut,Lichens,weighted_area_end,14292
Mixed forest,10800780,Low,rut,Deciduous shrubs,weighted_area_start,4509299.4
Mixed forest,10800780,Low,rut,Deciduous shrubs,weighted_area_end,4754855.4
Mixed forest,10800780,Low,rut,Evergreen shrubs,weighted_area_start,1690083.6
Mixed forest,10800780,Low,rut,Evergreen shrubs,weighted_area_end,1635633.6
Mixed forest,10800780,Low,rut,Forbs,weighted_area_start,100440
Mixed forest,10800780,Low,rut,Forbs,weighted_area_end,98019
Mixed forest,10800780,Low,rut,Alder,weighted_area_start,494703
Mixed forest,10800780,Low,rut,Alder,weighted_area_end,731628
Mixed forest,10800780,Low,rut,Birch,weighted_area_start,1990170
Mixed forest,10800780,Low,rut,Birch,weighted_area_end,2141107.2
Mixed forest,10800780,Low,rut,Graminoids,weighted_area_start,420767.4
Mixed forest,10800780,Low,rut,Graminoids,weighted_area_end,352339.2
Mixed forest,10800780,Low,rut,Willow,weighted_area_start,880693.2
Mixed forest,10800780,Low,rut,Willow,weighted_area_end,808737
Mixed forest,10800780,Low,rut,Lichens,weighted_area_start,952738.2
Mixed forest,10800780,Low,rut,Lichens,weighted_area_end,822751.2
Woodland,8386145121,Low,rut,Deciduous shrubs,weighted_area_start,1710002721
Woodland,8386145121,Low,rut,Deciduous shrubs,weighted_area_end,1885565272
Woodland,8386145121,Low,rut,Evergreen shrubs,weighted_area_start,1160101496
Woodland,8386145121,Low,rut,Evergreen shrubs,weighted_area_end,1151110587
Woodland,8386145121,Low,rut,Forbs,weighted_area_start,27903402.99
Woodland,8386145121,Low,rut,Forbs,weighted_area_end,28128520.24
Woodland,8386145121,Low,rut,Alder,weighted_area_start,171971350.3
Woodland,8386145121,Low,rut,Alder,weighted_area_end,264377584.7
Woodland,8386145121,Low,rut,Birch,weighted_area_start,809874496.3
Woodland,8386145121,Low,rut,Birch,weighted_area_end,870721255.6
Woodland,8386145121,Low,rut,Graminoids,weighted_area_start,266005171.1
Woodland,8386145121,Low,rut,Graminoids,weighted_area_end,218890841.1
Woodland,8386145121,Low,rut,Willow,weighted_area_start,461921837.9
Woodland,8386145121,Low,rut,Willow,weighted_area_end,453963507.8
Woodland,8386145121,Low,rut,Lichens,weighted_area_start,1230016130
Woodland,8386145121,Low,rut,Lichens,weighted_area_end,1066459734
Low shrub,3838174334,Low,rut,Deciduous shrubs,weighted_area_start,1095176018
Low shrub,3838174334,Low,rut,Deciduous shrubs,weighted_area_end,1167495714
Low shrub,3838174334,Low,rut,Evergreen shrubs,weighted_area_start,648861115.4
Low shrub,3838174334,Low,rut,Evergreen shrubs,weighted_area_end,639763796.8
Low shrub,3838174334,Low,rut,Forbs,weighted_area_start,19532625.42
Low shrub,3838174334,Low,rut,Forbs,weighted_area_end,25305298.45
Low shrub,3838174334,Low,rut,Alder,weighted_area_start,34088723.22
Low shrub,3838174334,Low,rut,Alder,weighted_area_end,62419480.59
Low shrub,3838174334,Low,rut,Birch,weighted_area_start,656734233.1
Low shrub,3838174334,Low,rut,Birch,weighted_area_end,709413989.4
Low shrub,3838174334,Low,rut,Graminoids,weighted_area_start,398710350.5
Low shrub,3838174334,Low,rut,Graminoids,weighted_area_end,343534499.2
Low shrub,3838174334,Low,rut,Willow,weighted_area_start,260815283.9
Low shrub,3838174334,Low,rut,Willow,weighted_area_end,256258534.7
Low shrub,3838174334,Low,rut,Lichens,weighted_area_start,418427712
Low shrub,3838174334,Low,rut,Lichens,weighted_area_end,377133461
Tall shrub,654748567.1,Low,rut,Deciduous shrubs,weighted_area_start,301372401.2
Tall shrub,654748567.1,Low,rut,Deciduous shrubs,weighted_area_end,314205187.4
Tall shrub,654748567.1,Low,rut,Evergreen shrubs,weighted_area_start,93955072.02
Tall shrub,654748567.1,Low,rut,Evergreen shrubs,weighted_area_end,93729092.19
Tall shrub,654748567.1,Low,rut,Forbs,weighted_area_start,7490580
Tall shrub,654748567.1,Low,rut,Forbs,weighted_area_end,8637120.918
Tall shrub,654748567.1,Low,rut,Alder,weighted_area_start,9799382.612
Tall shrub,654748567.1,Low,rut,Alder,weighted_area_end,19488679.06
Tall shrub,654748567.1,Low,rut,Birch,weighted_area_start,172283155.9
Tall shrub,654748567.1,Low,rut,Birch,weighted_area_end,185399130.9
