LC,caribou_density,season,pft,change_type,change_count
Barren,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,10097.75294
Barren,Low,rut,Evergreen shrubs,No change,405132.9725
Barren,Low,rut,Evergreen shrubs,Increase,442575.1294
Barren,Low,rut,Evergreen shrubs,Increase >= RMSE,5984
Barren,Low,rut,Evergreen shrubs,Decrease,326092.5725
Barren,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,1511
Barren,Low,rut,Forbs,No change,798672.1647
Barren,Low,rut,Forbs,Increase,135655.302
Barren,Low,rut,Forbs,Increase >= RMSE,1744.545098
Barren,Low,rut,Forbs,Decrease,241267.6627
Barren,Low,rut,Forbs,|Decrease| >= RMSE,3956
Barren,Low,rut,Alder,No change,1159372.675
Barren,Low,rut,Alder,Increase,17646
Barren,Low,rut,Alder,Increase >= RMSE,2130
Barren,Low,rut,Alder,Decrease,2102
Barren,Low,rut,Alder,|Decrease| >= RMSE,45
Barren,Low,rut,Birch,No change,806263.0706
Barren,Low,rut,Birch,Increase,226747.6
Barren,Low,rut,Birch,Increase >= RMSE,49426.74902
Barren,Low,rut,Birch,Decrease,91216.34902
Barren,Low,rut,Birch,|Decrease| >= RMSE,7641.905882
Barren,Low,rut,Graminoids,No change,723697.5333
Barren,Low,rut,Graminoids,Increase,264223.1333
Barren,Low,rut,Graminoids,Increase >= RMSE,8716
Barren,Low,rut,Graminoids,Decrease,182233.0078
Barren,Low,rut,Graminoids,|Decrease| >= RMSE,2426
Barren,Low,rut,Willow,No change,860132.1451
Barren,Low,rut,Willow,Increase,150082.4275
Barren,Low,rut,Willow,Increase >= RMSE,3862
Barren,Low,rut,Willow,Decrease,159518.149
Barren,Low,rut,Willow,|Decrease| >= RMSE,7700.952941
Barren,Low,rut,Lichens,No change,309550.6471
Barren,Low,rut,Lichens,Increase,480764.9216
Barren,Low,rut,Lichens,Increase >= RMSE,13059.98824
Barren,Low,rut,Lichens,Decrease,371882.1176
Barren,Low,rut,Lichens,|Decrease| >= RMSE,6038
Water,Low,rut,Deciduous shrubs,No change,11
Water,Low,rut,Deciduous shrubs,Increase,NA
Water,Low,rut,Deciduous shrubs,Increase >= RMSE,11
Water,Low,rut,Deciduous shrubs,Decrease,NA
Water,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,NA
Water,Low,rut,Evergreen shrubs,No change,3
Water,Low,rut,Evergreen shrubs,Increase,3
Water,Low,rut,Evergreen shrubs,Increase >= RMSE,16
Water,Low,rut,Evergreen shrubs,Decrease,NA
Water,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,NA
Water,Low,rut,Forbs,No change,5
Water,Low,rut,Forbs,Increase,8
Water,Low,rut,Forbs,Increase >= RMSE,NA
Water,Low,rut,Forbs,Decrease,4
Water,Low,rut,Forbs,|Decrease| >= RMSE,5
Water,Low,rut,Alder,No change,17
Water,Low,rut,Alder,Increase,1
Water,Low,rut,Alder,Increase >= RMSE,NA
Water,Low,rut,Alder,Decrease,3
Water,Low,rut,Alder,|Decrease| >= RMSE,1
Water,Low,rut,Birch,No change,13
Water,Low,rut,Birch,Increase,4
Water,Low,rut,Birch,Increase >= RMSE,5
Water,Low,rut,Birch,Decrease,NA
Water,Low,rut,Birch,|Decrease| >= RMSE,NA
Water,Low,rut,Graminoids,No change,5
Water,Low,rut,Graminoids,Increase,1
Water,Low,rut,Graminoids,Increase >= RMSE,15
Water,Low,rut,Graminoids,Decrease,1
Water,Low,rut,Graminoids,|Decrease| >= RMSE,NA
Water,Low,rut,Willow,No change,2
Water,Low,rut,Willow,Increase,1
Water,Low,rut,Willow,Increase >= RMSE,1
Water,Low,rut,Willow,Decrease,11
Water,Low,rut,Willow,|Decrease| >= RMSE,7
Water,Low,rut,Lichens,No change,4
Water,Low,rut,Lichens,Increase,NA
Water,Low,rut,Lichens,Increase >= RMSE,18
Water,Low,rut,Lichens,Decrease,NA
Water,Low,rut,Lichens,|Decrease| >= RMSE,NA
Evergreen forest,Medium,rut,Deciduous shrubs,No change,22588
Evergreen forest,Medium,rut,Deciduous shrubs,Increase,49883
Evergreen forest,Medium,rut,Deciduous shrubs,Increase >= RMSE,2199
Evergreen forest,Medium,rut,Deciduous shrubs,Decrease,8488
Evergreen forest,Medium,rut,Deciduous shrubs,|Decrease| >= RMSE,285
Evergreen forest,Medium,rut,Evergreen shrubs,No change,39123
Evergreen forest,Medium,rut,Evergreen shrubs,Increase,29800
Evergreen forest,Medium,rut,Evergreen shrubs,Increase >= RMSE,40
Evergreen forest,Medium,rut,Evergreen shrubs,Decrease,14475
Evergreen forest,Medium,rut,Evergreen shrubs,|Decrease| >= RMSE,5
Evergreen forest,Medium,rut,Forbs,No change,79301
Evergreen forest,Medium,rut,Forbs,Increase,2029
Evergreen forest,Medium,rut,Forbs,Increase >= RMSE,19
Evergreen forest,Medium,rut,Forbs,Decrease,2018
Evergreen forest,Medium,rut,Forbs,|Decrease| >= RMSE,76
Evergreen forest,Medium,rut,Alder,No change,33803
Evergreen forest,Medium,rut,Alder,Increase,41725
Evergreen forest,Medium,rut,Alder,Increase >= RMSE,1409
Evergreen forest,Medium,rut,Alder,Decrease,6479
Evergreen forest,Medium,rut,Alder,|Decrease| >= RMSE,27
Evergreen forest,Medium,rut,Birch,No change,24218
Evergreen forest,Medium,rut,Birch,Increase,39969
Evergreen forest,Medium,rut,Birch,Increase >= RMSE,4903
Evergreen forest,Medium,rut,Birch,Decrease,13873
Evergreen forest,Medium,rut,Birch,|Decrease| >= RMSE,480
Evergreen forest,Medium,rut,Graminoids,No change,75306
Evergreen forest,Medium,rut,Graminoids,Increase,4438
Evergreen forest,Medium,rut,Graminoids,Increase >= RMSE,149
Evergreen forest,Medium,rut,Graminoids,Decrease,3518
Evergreen forest,Medium,rut,Graminoids,|Decrease| >= RMSE,32
Evergreen forest,Medium,rut,Willow,No change,42255
Evergreen forest,Medium,rut,Willow,Increase,11363
Evergreen forest,Medium,rut,Willow,Increase >= RMSE,15
Evergreen forest,Medium,rut,Willow,Decrease,29609
Evergreen forest,Medium,rut,Willow,|Decrease| >= RMSE,201
Evergreen forest,Medium,rut,Lichens,No change,19136
Evergreen forest,Medium,rut,Lichens,Increase,10137
Evergreen forest,Medium,rut,Lichens,Increase >= RMSE,160
Evergreen forest,Medium,rut,Lichens,Decrease,50381
Evergreen forest,Medium,rut,Lichens,|Decrease| >= RMSE,3629
Deciduous forest,Medium,rut,Deciduous shrubs,No change,5
Deciduous forest,Medium,rut,Deciduous shrubs,Increase,10
Deciduous forest,Medium,rut,Deciduous shrubs,Increase >= RMSE,NA
Deciduous forest,Medium,rut,Deciduous shrubs,Decrease,13
Deciduous forest,Medium,rut,Deciduous shrubs,|Decrease| >= RMSE,NA
Deciduous forest,Medium,rut,Evergreen shrubs,No change,4
Deciduous forest,Medium,rut,Evergreen shrubs,Increase,20
Deciduous forest,Medium,rut,Evergreen shrubs,Increase >= RMSE,NA
Deciduous forest,Medium,rut,Evergreen shrubs,Decrease,4
Deciduous forest,Medium,rut,Evergreen shrubs,|Decrease| >= RMSE,NA
Deciduous forest,Medium,rut,Forbs,No change,24
Deciduous forest,Medium,rut,Forbs,Increase,4
Deciduous forest,Medium,rut,Forbs,Increase >= RMSE,NA
Deciduous forest,Medium,rut,Forbs,Decrease,NA
Deciduous forest,Medium,rut,Forbs,|Decrease| >= RMSE,NA
Deciduous forest,Medium,rut,Alder,No change,3
Deciduous forest,Medium,rut,Alder,Increase,18
Deciduous forest,Medium,rut,Alder,Increase >= RMSE,1
Deciduous forest,Medium,rut,Alder,Decrease,5
Deciduous forest,Medium,rut,Alder,|Decrease| >= RMSE,1
Deciduous forest,Medium,rut,Birch,No change,3
Deciduous forest,Medium,rut,Birch,Increase,10
Deciduous forest,Medium,rut,Birch,Increase >= RMSE,1
Deciduous forest,Medium,rut,Birch,Decrease,14
Deciduous forest,Medium,rut,Birch,|Decrease| >= RMSE,NA
Deciduous forest,Medium,rut,Graminoids,No change,16
Deciduous forest,Medium,rut,Graminoids,Increase,7
Deciduous forest,Medium,rut,Graminoids,Increase >= RMSE,NA
Deciduous forest,Medium,rut,Graminoids,Decrease,5
Deciduous forest,Medium,rut,Graminoids,|Decrease| >= RMSE,NA
Deciduous forest,Medium,rut,Willow,No change,4
Deciduous forest,Medium,rut,Willow,Increase,3
Deciduous forest,Medium,rut,Willow,Increase >= RMSE,NA
Deciduous forest,Medium,rut,Willow,Decrease,20
Deciduous forest,Medium,rut,Willow,|Decrease| >= RMSE,1
Deciduous forest,Medium,rut,Lichens,No change,10
Deciduous forest,Medium,rut,Lichens,Increase,9
Deciduous forest,Medium,rut,Lichens,Increase >= RMSE,NA
Deciduous forest,Medium,rut,Lichens,Decrease,9
Deciduous forest,Medium,rut,Lichens,|Decrease| >= RMSE,NA
Mixed forest,Medium,rut,Deciduous shrubs,No change,321
Mixed forest,Medium,rut,Deciduous shrubs,Increase,1469
Mixed forest,Medium,rut,Deciduous shrubs,Increase >= RMSE,16
Mixed forest,Medium,rut,Deciduous shrubs,Decrease,377
Mixed forest,Medium,rut,Deciduous shrubs,|Decrease| >= RMSE,NA
Mixed forest,Medium,rut,Evergreen shrubs,No change,614
Mixed forest,Medium,rut,Evergreen shrubs,Increase,999
Mixed forest,Medium,rut,Evergreen shrubs,Increase >= RMSE,8
Mixed forest,Medium,rut,Evergreen shrubs,Decrease,560
Mixed forest,Medium,rut,Evergreen shrubs,|Decrease| >= RMSE,2
Mixed forest,Medium,rut,Forbs,No change,1585
Mixed forest,Medium,rut,Forbs,Increase,303
Mixed forest,Medium,rut,Forbs,Increase >= RMSE,4
Mixed forest,Medium,rut,Forbs,Decrease,290
Mixed forest,Medium,rut,Forbs,|Decrease| >= RMSE,1
Mixed forest,Medium,rut,Alder,No change,704
Mixed forest,Medium,rut,Alder,Increase,945
Mixed forest,Medium,rut,Alder,Increase >= RMSE,322
Mixed forest,Medium,rut,Alder,Decrease,198
Mixed forest,Medium,rut,Alder,|Decrease| >= RMSE,14
Mixed forest,Medium,rut,Birch,No change,303
Mixed forest,Medium,rut,Birch,Increase,1184
Mixed forest,Medium,rut,Birch,Increase >= RMSE,215
Mixed forest,Medium,rut,Birch,Decrease,478
Mixed forest,Medium,rut,Birch,|Decrease| >= RMSE,3
Mixed forest,Medium,rut,Graminoids,No change,978
Mixed forest,Medium,rut,Graminoids,Increase,407
Mixed forest,Medium,rut,Graminoids,Increase >= RMSE,1
Mixed forest,Medium,rut,Graminoids,Decrease,794
Mixed forest,Medium,rut,Graminoids,|Decrease| >= RMSE,3
Mixed forest,Medium,rut,Willow,No change,570
Mixed forest,Medium,rut,Willow,Increase,341
Mixed forest,Medium,rut,Willow,Increase >= RMSE,NA
Mixed forest,Medium,rut,Willow,Decrease,1241
Mixed forest,Medium,rut,Willow,|Decrease| >= RMSE,31
Mixed forest,Medium,rut,Lichens,No change,642
Mixed forest,Medium,rut,Lichens,Increase,336
Mixed forest,Medium,rut,Lichens,Increase >= RMSE,9
Mixed forest,Medium,rut,Lichens,Decrease,1121
Mixed forest,Medium,rut,Lichens,|Decrease| >= RMSE,75
Woodland,Medium,rut,Deciduous shrubs,No change,277884
Woodland,Medium,rut,Deciduous shrubs,Increase,563679
Woodland,Medium,rut,Deciduous shrubs,Increase >= RMSE,21852
Woodland,Medium,rut,Deciduous shrubs,Decrease,147488
Woodland,Medium,rut,Deciduous shrubs,|Decrease| >= RMSE,4424
Woodland,Medium,rut,Evergreen shrubs,No change,422990
Woodland,Medium,rut,Evergreen shrubs,Increase,373097
Woodland,Medium,rut,Evergreen shrubs,Increase >= RMSE,296
Woodland,Medium,rut,Evergreen shrubs,Decrease,218878
Woodland,Medium,rut,Evergreen shrubs,|Decrease| >= RMSE,66
Woodland,Medium,rut,Forbs,No change,949715
Woodland,Medium,rut,Forbs,Increase,33026
Woodland,Medium,rut,Forbs,Increase >= RMSE,458
Woodland,Medium,rut,Forbs,Decrease,31097
Woodland,Medium,rut,Forbs,|Decrease| >= RMSE,1031
Woodland,Medium,rut,Alder,No change,504545
Woodland,Medium,rut,Alder,Increase,421761
Woodland,Medium,rut,Alder,Increase >= RMSE,26083
Woodland,Medium,rut,Alder,Decrease,62623
Woodland,Medium,rut,Alder,|Decrease| >= RMSE,315
Woodland,Medium,rut,Birch,No change,266064
Woodland,Medium,rut,Birch,Increase,452172
Woodland,Medium,rut,Birch,Increase >= RMSE,41799
Woodland,Medium,rut,Birch,Decrease,250394
Woodland,Medium,rut,Birch,|Decrease| >= RMSE,4898
Woodland,Medium,rut,Graminoids,No change,701672
Woodland,Medium,rut,Graminoids,Increase,114340
Woodland,Medium,rut,Graminoids,Increase >= RMSE,4665
Woodland,Medium,rut,Graminoids,Decrease,187964
Woodland,Medium,rut,Graminoids,|Decrease| >= RMSE,6686
Woodland,Medium,rut,Willow,No change,496772
Woodland,Medium,rut,Willow,Increase,179433
Woodland,Medium,rut,Willow,Increase >= RMSE,529
Woodland,Medium,rut,Willow,Decrease,334775
Woodland,Medium,rut,Willow,|Decrease| >= RMSE,3818
Woodland,Medium,rut,Lichens,No change,218986
Woodland,Medium,rut,Lichens,Increase,140784
Woodland,Medium,rut,Lichens,Increase >= RMSE,1195
Woodland,Medium,rut,Lichens,Decrease,622131
Woodland,Medium,rut,Lichens,|Decrease| >= RMSE,32231
Low shrub,Medium,rut,Deciduous shrubs,No change,107042
Low shrub,Medium,rut,Deciduous shrubs,Increase,286846
Low shrub,Medium,rut,Deciduous shrubs,Increase >= RMSE,10549
Low shrub,Medium,rut,Deciduous shrubs,Decrease,128170
Low shrub,Medium,rut,Deciduous shrubs,|Decrease| >= RMSE,1754
Low shrub,Medium,rut,Evergreen shrubs,No change,136920
Low shrub,Medium,rut,Evergreen shrubs,Increase,231269
Low shrub,Medium,rut,Evergreen shrubs,Increase >= RMSE,2102
Low shrub,Medium,rut,Evergreen shrubs,Decrease,163621
Low shrub,Medium,rut,Evergreen shrubs,|Decrease| >= RMSE,449
Low shrub,Medium,rut,Forbs,No change,489203
Low shrub,Medium,rut,Forbs,Increase,26842
Low shrub,Medium,rut,Forbs,Increase >= RMSE,284
Low shrub,Medium,rut,Forbs,Decrease,17462
Low shrub,Medium,rut,Forbs,|Decrease| >= RMSE,570
Low shrub,Medium,rut,Alder,No change,318625
Low shrub,Medium,rut,Alder,Increase,160904
Low shrub,Medium,rut,Alder,Increase >= RMSE,20307
Low shrub,Medium,rut,Alder,Decrease,33266
Low shrub,Medium,rut,Alder,|Decrease| >= RMSE,1259
Low shrub,Medium,rut,Birch,No change,102636
Low shrub,Medium,rut,Birch,Increase,252435
Low shrub,Medium,rut,Birch,Increase >= RMSE,36241
Low shrub,Medium,rut,Birch,Decrease,138570
Low shrub,Medium,rut,Birch,|Decrease| >= RMSE,4479
Low shrub,Medium,rut,Graminoids,No change,264377
Low shrub,Medium,rut,Graminoids,Increase,79247
Low shrub,Medium,rut,Graminoids,Increase >= RMSE,4100
Low shrub,Medium,rut,Graminoids,Decrease,177853
Low shrub,Medium,rut,Graminoids,|Decrease| >= RMSE,8784
Low shrub,Medium,rut,Willow,No change,215169
Low shrub,Medium,rut,Willow,Increase,110102
Low shrub,Medium,rut,Willow,Increase >= RMSE,1822
Low shrub,Medium,rut,Willow,Decrease,199470
Low shrub,Medium,rut,Willow,|Decrease| >= RMSE,7798
Low shrub,Medium,rut,Lichens,No change,174968
Low shrub,Medium,rut,Lichens,Increase,85949
Low shrub,Medium,rut,Lichens,Increase >= RMSE,2104
Low shrub,Medium,rut,Lichens,Decrease,254348
Low shrub,Medium,rut,Lichens,|Decrease| >= RMSE,16992
Tall shrub,Medium,rut,Deciduous shrubs,No change,24172
Tall shrub,Medium,rut,Deciduous shrubs,Increase,91209
Tall shrub,Medium,rut,Deciduous shrubs,Increase >= RMSE,1273
Tall shrub,Medium,rut,Deciduous shrubs,Decrease,38429
Tall shrub,Medium,rut,Deciduous shrubs,|Decrease| >= RMSE,132
Tall shrub,Medium,rut,Evergreen shrubs,No change,36876
Tall shrub,Medium,rut,Evergreen shrubs,Increase,75706
Tall shrub,Medium,rut,Evergreen shrubs,Increase >= RMSE,748
Tall shrub,Medium,rut,Evergreen shrubs,Decrease,41703
Tall shrub,Medium,rut,Evergreen shrubs,|Decrease| >= RMSE,182
Tall shrub,Medium,rut,Forbs,No change,122446
Tall shrub,Medium,rut,Forbs,Increase,16813
Tall shrub,Medium,rut,Forbs,Increase >= RMSE,52
Tall shrub,Medium,rut,Forbs,Decrease,15699
Tall shrub,Medium,rut,Forbs,|Decrease| >= RMSE,205
Tall shrub,Medium,rut,Alder,No change,73825
Tall shrub,Medium,rut,Alder,Increase,52152
Tall shrub,Medium,rut,Alder,Increase >= RMSE,14983
Tall shrub,Medium,rut,Alder,Decrease,13108
Tall shrub,Medium,rut,Alder,|Decrease| >= RMSE,1147
Tall shrub,Medium,rut,Birch,No change,21184
Tall shrub,Medium,rut,Birch,Increase,80846
Tall shrub,Medium,rut,Birch,Increase >= RMSE,14006
Tall shrub,Medium,rut,Birch,Decrease,38352
Tall shrub,Medium,rut,Birch,|Decrease| >= RMSE,827
Tall shrub,Medium,rut,Graminoids,No change,64938
Tall shrub,Medium,rut,Graminoids,Increase,22184
Tall shrub,Medium,rut,Graminoids,Increase >= RMSE,479
Tall shrub,Medium,rut,Graminoids,Decrease,66282
Tall shrub,Medium,rut,Graminoids,|Decrease| >= RMSE,1332
Tall shrub,Medium,rut,Willow,No change,34480
Tall shrub,Medium,rut,Willow,Increase,24744
Tall shrub,Medium,rut,Willow,Increase >= RMSE,357
Tall shrub,Medium,rut,Willow,Decrease,91955
Tall shrub,Medium,rut,Willow,|Decrease| >= RMSE,3679
Tall shrub,Medium,rut,Lichens,No change,57320
Tall shrub,Medium,rut,Lichens,Increase,21171
Tall shrub,Medium,rut,Lichens,Increase >= RMSE,949
Tall shrub,Medium,rut,Lichens,Decrease,72751
Tall shrub,Medium,rut,Lichens,|Decrease| >= RMSE,3024
Open shrubs,Medium,rut,Deciduous shrubs,No change,10373
Open shrubs,Medium,rut,Deciduous shrubs,Increase,26289
Open shrubs,Medium,rut,Deciduous shrubs,Increase >= RMSE,804
Open shrubs,Medium,rut,Deciduous shrubs,Decrease,11164
Open shrubs,Medium,rut,Deciduous shrubs,|Decrease| >= RMSE,82
Open shrubs,Medium,rut,Evergreen shrubs,No change,11165
Open shrubs,Medium,rut,Evergreen shrubs,Increase,26492
Open shrubs,Medium,rut,Evergreen shrubs,Increase >= RMSE,81
Open shrubs,Medium,rut,Evergreen shrubs,Decrease,10948
Open shrubs,Medium,rut,Evergreen shrubs,|Decrease| >= RMSE,26
Open shrubs,Medium,rut,Forbs,No change,44487
Open shrubs,Medium,rut,Forbs,Increase,2802
Open shrubs,Medium,rut,Forbs,Increase >= RMSE,6
Open shrubs,Medium,rut,Forbs,Decrease,1363
Open shrubs,Medium,rut,Forbs,|Decrease| >= RMSE,54
Open shrubs,Medium,rut,Alder,No change,39465
Open shrubs,Medium,rut,Alder,Increase,6457
Open shrubs,Medium,rut,Alder,Increase >= RMSE,944
Open shrubs,Medium,rut,Alder,Decrease,1775
Open shrubs,Medium,rut,Alder,|Decrease| >= RMSE,71
Open shrubs,Medium,rut,Birch,No change,9483
Open shrubs,Medium,rut,Birch,Increase,24078
Open shrubs,Medium,rut,Birch,Increase >= RMSE,2489
Open shrubs,Medium,rut,Birch,Decrease,12516
Open shrubs,Medium,rut,Birch,|Decrease| >= RMSE,146
Open shrubs,Medium,rut,Graminoids,No change,20397
Open shrubs,Medium,rut,Graminoids,Increase,14054
Open shrubs,Medium,rut,Graminoids,Increase >= RMSE,633
Open shrubs,Medium,rut,Graminoids,Decrease,13491
Open shrubs,Medium,rut,Graminoids,|Decrease| >= RMSE,137
Open shrubs,Medium,rut,Willow,No change,23189
Open shrubs,Medium,rut,Willow,Increase,8479
Open shrubs,Medium,rut,Willow,Increase >= RMSE,137
Open shrubs,Medium,rut,Willow,Decrease,16126
Open shrubs,Medium,rut,Willow,|Decrease| >= RMSE,781
Open shrubs,Medium,rut,Lichens,No change,10885
Open shrubs,Medium,rut,Lichens,Increase,7902
Open shrubs,Medium,rut,Lichens,Increase >= RMSE,107
Open shrubs,Medium,rut,Lichens,Decrease,26802
Open shrubs,Medium,rut,Lichens,|Decrease| >= RMSE,3016
Herbaceous,Medium,rut,Deciduous shrubs,No change,91836
Herbaceous,Medium,rut,Deciduous shrubs,Increase,262490
Herbaceous,Medium,rut,Deciduous shrubs,Increase >= RMSE,11953
Herbaceous,Medium,rut,Deciduous shrubs,Decrease,111774
Herbaceous,Medium,rut,Deciduous shrubs,|Decrease| >= RMSE,1301
Herbaceous,Medium,rut,Evergreen shrubs,No change,113707
Herbaceous,Medium,rut,Evergreen shrubs,Increase,209814
Herbaceous,Medium,rut,Evergreen shrubs,Increase >= RMSE,2704
Herbaceous,Medium,rut,Evergreen shrubs,Decrease,152432
Herbaceous,Medium,rut,Evergreen shrubs,|Decrease| >= RMSE,697
Herbaceous,Medium,rut,Forbs,No change,396242
Herbaceous,Medium,rut,Forbs,Increase,45581
Herbaceous,Medium,rut,Forbs,Increase >= RMSE,925
Herbaceous,Medium,rut,Forbs,Decrease,35455
Herbaceous,Medium,rut,Forbs,|Decrease| >= RMSE,1151
Herbaceous,Medium,rut,Alder,No change,346825
Herbaceous,Medium,rut,Alder,Increase,69204
Herbaceous,Medium,rut,Alder,Increase >= RMSE,41352
Herbaceous,Medium,rut,Alder,Decrease,18518
Herbaceous,Medium,rut,Alder,|Decrease| >= RMSE,3455
Herbaceous,Medium,rut,Birch,No change,96872
Herbaceous,Medium,rut,Birch,Increase,214843
Herbaceous,Medium,rut,Birch,Increase >= RMSE,25624
Herbaceous,Medium,rut,Birch,Decrease,138750
Herbaceous,Medium,rut,Birch,|Decrease| >= RMSE,3265
Herbaceous,Medium,rut,Graminoids,No change,147439
Herbaceous,Medium,rut,Graminoids,Increase,133444
Herbaceous,Medium,rut,Graminoids,Increase >= RMSE,7463
Herbaceous,Medium,rut,Graminoids,Decrease,186230
Herbaceous,Medium,rut,Graminoids,|Decrease| >= RMSE,4778
Herbaceous,Medium,rut,Willow,No change,164334
Herbaceous,Medium,rut,Willow,Increase,106759
Herbaceous,Medium,rut,Willow,Increase >= RMSE,2920
Herbaceous,Medium,rut,Willow,Decrease,195788
Herbaceous,Medium,rut,Willow,|Decrease| >= RMSE,9553
Herbaceous,Medium,rut,Lichens,No change,117551
Herbaceous,Medium,rut,Lichens,Increase,94587
Herbaceous,Medium,rut,Lichens,Increase >= RMSE,3520
Herbaceous,Medium,rut,Lichens,Decrease,227222
Herbaceous,Medium,rut,Lichens,|Decrease| >= RMSE,36474
Tussock tundra,Medium,rut,Deciduous shrubs,No change,60008
Tussock tundra,Medium,rut,Deciduous shrubs,Increase,203945
Tussock tundra,Medium,rut,Deciduous shrubs,Increase >= RMSE,9420
Tussock tundra,Medium,rut,Deciduous shrubs,Decrease,71112
Tussock tundra,Medium,rut,Deciduous shrubs,|Decrease| >= RMSE,209
Tussock tundra,Medium,rut,Evergreen shrubs,No change,82380
Tussock tundra,Medium,rut,Evergreen shrubs,Increase,160677
Tussock tundra,Medium,rut,Evergreen shrubs,Increase >= RMSE,704
Tussock tundra,Medium,rut,Evergreen shrubs,Decrease,100666
Tussock tundra,Medium,rut,Evergreen shrubs,|Decrease| >= RMSE,267
Tussock tundra,Medium,rut,Forbs,No change,309104
Tussock tundra,Medium,rut,Forbs,Increase,21181
Tussock tundra,Medium,rut,Forbs,Increase >= RMSE,56
Tussock tundra,Medium,rut,Forbs,Decrease,14210
Tussock tundra,Medium,rut,Forbs,|Decrease| >= RMSE,143
Tussock tundra,Medium,rut,Alder,No change,262699
Tussock tundra,Medium,rut,Alder,Increase,49162
Tussock tundra,Medium,rut,Alder,Increase >= RMSE,19805
Tussock tundra,Medium,rut,Alder,Decrease,11559
Tussock tundra,Medium,rut,Alder,|Decrease| >= RMSE,1469
Tussock tundra,Medium,rut,Birch,No change,59747
Tussock tundra,Medium,rut,Birch,Increase,168765
Tussock tundra,Medium,rut,Birch,Increase >= RMSE,16457
Tussock tundra,Medium,rut,Birch,Decrease,98399
Tussock tundra,Medium,rut,Birch,|Decrease| >= RMSE,1326
Tussock tundra,Medium,rut,Graminoids,No change,96356
Tussock tundra,Medium,rut,Graminoids,Increase,68999
Tussock tundra,Medium,rut,Graminoids,Increase >= RMSE,1957
Tussock tundra,Medium,rut,Graminoids,Decrease,170202
Tussock tundra,Medium,rut,Graminoids,|Decrease| >= RMSE,7180
Tussock tundra,Medium,rut,Willow,No change,129194
Tussock tundra,Medium,rut,Willow,Increase,67099
Tussock tundra,Medium,rut,Willow,Increase >= RMSE,2909
Tussock tundra,Medium,rut,Willow,Decrease,135446
Tussock tundra,Medium,rut,Willow,|Decrease| >= RMSE,10046
Tussock tundra,Medium,rut,Lichens,No change,100031
Tussock tundra,Medium,rut,Lichens,Increase,50554
Tussock tundra,Medium,rut,Lichens,Increase >= RMSE,398
